id,level_1_id,level_1_label,level_1_name,level_2_id,level_2_label,level_2_name,level_3_id,level_3_label,level_3_name,level_4_id,level_4_label,level_4_name,name,label
1,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,Násilná,NÁSILNÁ TRESTNÁ ČINNOST
2,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,2,vražda,Násilná,2,vražda,Násilná,2,vražda,Násilná,Násilná,vražda
3,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,3,loupež,Násilná,3,loupež,Násilná,3,loupež,Násilná,Násilná,loupež
4,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,4,vydírání,Násilná,4,vydírání,Násilná,4,vydírání,Násilná,Násilná,vydírání
5,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,5,Výtržnictví (bez mravnostního charakteru),Násilná,5,Výtržnictví (bez mravnostního charakteru),Násilná,5,Výtržnictví (bez mravnostního charakteru),Násilná,Násilná,Výtržnictví (bez mravnostního charakteru)
6,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,6,Nebezpečné vyhrožování,Násilná,6,Nebezpečné vyhrožování,Násilná,6,Nebezpečné vyhrožování,Násilná,Násilná,Nebezpečné vyhrožování
7,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,7,Rvačka,Násilná,7,Rvačka,Násilná,7,Rvačka,Násilná,Násilná,Rvačka
8,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,8,Úmyslné ublížení na zdraví,Násilná,8,Úmyslné ublížení na zdraví,Násilná,8,Úmyslné ublížení na zdraví,Násilná,Násilná,Úmyslné ublížení na zdraví
9,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,9,Útok proti výkonu pravomoci státního orgánu a úřední osoby,Násilná,9,Útok proti výkonu pravomoci státního orgánu a úřední osoby,Násilná,9,Útok proti výkonu pravomoci státního orgánu a úřední osoby,Násilná,Násilná,Útok proti výkonu pravomoci státního orgánu a úřední osoby
10,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,10,Omezování osobní svobody (bez mravnostního charakteru),Násilná,10,Omezování osobní svobody (bez mravnostního charakteru),Násilná,10,Omezování osobní svobody (bez mravnostního charakteru),Násilná,Násilná,Omezování osobní svobody (bez mravnostního charakteru)
11,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,11,Únos,Násilná,11,Únos,Násilná,11,Únos,Násilná,Násilná,Únos
12,1,NÁSILNÁ TRESTNÁ ČINNOST,Násilná,12,Obchod s lidmi a lidskými orgány,Násilná,12,Obchod s lidmi a lidskými orgány,Násilná,12,Obchod s lidmi a lidskými orgány,Násilná,Násilná,Obchod s lidmi a lidskými orgány
13,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,Požáry výbuchy,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY
14,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,14,Požár,Požáry výbuchy,14,Požár,Požáry výbuchy,14,Požár,Požáry výbuchy,Požáry výbuchy,Požár
15,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,15,Výbuch,Požáry výbuchy,15,Výbuch,Požáry výbuchy,15,Výbuch,Požáry výbuchy,Požáry výbuchy,Výbuch
16,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,16,Provozní havárie,Požáry výbuchy,16,Provozní havárie,Požáry výbuchy,16,Provozní havárie,Požáry výbuchy,Požáry výbuchy,Provozní havárie
17,13,POŽÁRY VÝBUCHY ŽIVELNÉ POHROMY,Požáry výbuchy,17,Živelné pohromy nebezpečné zamoření,Požáry výbuchy,17,Živelné pohromy nebezpečné zamoření,Požáry výbuchy,17,Živelné pohromy nebezpečné zamoření,Požáry výbuchy,Požáry výbuchy,Živelné pohromy nebezpečné zamoření
18,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,Krádeže vloupáním,KRÁDEŽE VLOUPÁNÍM
19,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,19,Byt,Krádeže vloupáním,19,Byt,Krádeže vloupáním,19,Byt,Krádeže vloupáním,Krádeže vloupáním,Byt
20,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,20,Rodinný domek,Krádeže vloupáním,20,Rodinný domek,Krádeže vloupáním,20,Rodinný domek,Krádeže vloupáním,Krádeže vloupáním,Rodinný domek
21,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,21,Zemědělský objekt,Krádeže vloupáním,21,Zemědělský objekt,Krádeže vloupáním,21,Zemědělský objekt,Krádeže vloupáním,Krádeže vloupáním,Zemědělský objekt
22,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,22,Prodejna,Krádeže vloupáním,22,Prodejna,Krádeže vloupáním,22,Prodejna,Krádeže vloupáním,Krádeže vloupáním,Prodejna
23,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,23,Restaurace a jiná pohostinská zařízení,Krádeže vloupáním,23,Restaurace a jiná pohostinská zařízení,Krádeže vloupáním,23,Restaurace a jiná pohostinská zařízení,Krádeže vloupáním,Krádeže vloupáním,Restaurace a jiná pohostinská zařízení
24,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,24,Ubytovací objekt,Krádeže vloupáním,24,Ubytovací objekt,Krádeže vloupáním,24,Ubytovací objekt,Krádeže vloupáním,Krádeže vloupáním,Ubytovací objekt
25,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,25,Rekreační objekt,Krádeže vloupáním,25,Rekreační objekt,Krádeže vloupáním,25,Rekreační objekt,Krádeže vloupáním,Krádeže vloupáním,Rekreační objekt
26,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,26,Kulturní objekt,Krádeže vloupáním,26,Kulturní objekt,Krádeže vloupáním,26,Kulturní objekt,Krádeže vloupáním,Krádeže vloupáním,Kulturní objekt
27,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,27,Sportovní objekt,Krádeže vloupáním,27,Sportovní objekt,Krádeže vloupáním,27,Sportovní objekt,Krádeže vloupáním,Krádeže vloupáním,Sportovní objekt
28,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,28,Úřad,Krádeže vloupáním,28,Úřad,Krádeže vloupáním,28,Úřad,Krádeže vloupáním,Krádeže vloupáním,Úřad
29,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,29,Podnik výrobní objekt,Krádeže vloupáním,29,Podnik výrobní objekt,Krádeže vloupáním,29,Podnik výrobní objekt,Krádeže vloupáním,Krádeže vloupáním,Podnik výrobní objekt
30,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,30,Zdravotnický objekt,Krádeže vloupáním,30,Zdravotnický objekt,Krádeže vloupáním,30,Zdravotnický objekt,Krádeže vloupáním,Krádeže vloupáním,Zdravotnický objekt
31,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,31,Školský objekt,Krádeže vloupáním,31,Školský objekt,Krádeže vloupáním,31,Školský objekt,Krádeže vloupáním,Krádeže vloupáním,Školský objekt
32,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,32,Církevní objekt,Krádeže vloupáním,32,Církevní objekt,Krádeže vloupáním,32,Církevní objekt,Krádeže vloupáním,Krádeže vloupáním,Církevní objekt
33,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,33,Peněžní ústav,Krádeže vloupáním,33,Peněžní ústav,Krádeže vloupáním,33,Peněžní ústav,Krádeže vloupáním,Krádeže vloupáním,Peněžní ústav
34,18,KRÁDEŽE VLOUPÁNÍM,Krádeže vloupáním,34,Jiný objekt,Krádeže vloupáním,34,Jiný objekt,Krádeže vloupáním,34,Jiný objekt,Krádeže vloupáním,Krádeže vloupáním,Jiný objekt
35,35,KRÁDEŽE,Krádeže,35,KRÁDEŽE,Krádeže,35,KRÁDEŽE,Krádeže,35,KRÁDEŽE,Krádeže,Krádeže,KRÁDEŽE
36,35,KRÁDEŽE,Krádeže,36,krádeže SPZ,Krádeže,36,krádeže SPZ,Krádeže,36,krádeže SPZ,Krádeže,Krádeže,krádeže SPZ
37,35,KRÁDEŽE,Krádeže,37,Krádeže motorových vozidel - dvoustopých,Krádeže,37,Krádeže motorových vozidel - dvoustopých,Krádeže,37,Krádeže motorových vozidel - dvoustopých,Krádeže,Krádeže,Krádeže motorových vozidel - dvoustopých
38,35,KRÁDEŽE,Krádeže,38,Krádeže motorových vozidel - jednostopých,Krádeže,38,Krádeže motorových vozidel - jednostopých,Krádeže,38,Krádeže motorových vozidel - jednostopých,Krádeže,Krádeže,Krádeže motorových vozidel - jednostopých
39,35,KRÁDEŽE,Krádeže,39,Přívěsy,Krádeže,39,Přívěsy,Krádeže,39,Přívěsy,Krádeže,Krádeže,Přívěsy
40,35,KRÁDEŽE,Krádeže,40,Ostatní dopravní prostředky,Krádeže,40,Ostatní dopravní prostředky,Krádeže,40,Ostatní dopravní prostředky,Krádeže,Krádeže,Ostatní dopravní prostředky
41,35,KRÁDEŽE,Krádeže,41,Krádeže součástek a věcí (nebo PHM) z motorových vozidel včetně vloupání,Krádeže,41,Krádeže součástek a věcí (nebo PHM) z motorových vozidel včetně vloupání,Krádeže,41,Krádeže součástek a věcí (nebo PHM) z motorových vozidel včetně vloupání,Krádeže,Krádeže,Krádeže součástek a věcí (nebo PHM) z motorových vozidel včetně vloupání
42,35,KRÁDEŽE,Krádeže,42,Krádeže jízdních kol,Krádeže,42,Krádeže jízdních kol,Krádeže,42,Krádeže jízdních kol,Krádeže,Krádeže,Krádeže jízdních kol
43,35,KRÁDEŽE,Krádeže,43,Krádeže na osobách,Krádeže,43,Krádeže na osobách,Krádeže,43,Krádeže na osobách,Krádeže,Krádeže,Krádeže na osobách
44,35,KRÁDEŽE,Krádeže,44,Krádeže prodejních hracích a telefonních automatů jako celku,Krádeže,44,Krádeže prodejních hracích a telefonních automatů jako celku,Krádeže,44,Krádeže prodejních hracích a telefonních automatů jako celku,Krádeže,Krádeže,Krádeže prodejních hracích a telefonních automatů jako celku
45,35,KRÁDEŽE,Krádeže,45,Krádeže obchodního majetku zaměstnancem,Krádeže,45,Krádeže obchodního majetku zaměstnancem,Krádeže,45,Krádeže obchodního majetku zaměstnancem,Krádeže,Krádeže,Krádeže obchodního majetku zaměstnancem
46,35,KRÁDEŽE,Krádeže,46,Krádeže uměleckých děl,Krádeže,46,Krádeže uměleckých děl,Krádeže,46,Krádeže uměleckých děl,Krádeže,Krádeže,Krádeže uměleckých děl
47,35,KRÁDEŽE,Krádeže,47,Krádeže starožitností,Krádeže,47,Krádeže starožitností,Krádeže,47,Krádeže starožitností,Krádeže,Krádeže,Krádeže starožitností
48,35,KRÁDEŽE,Krádeže,48,Krádeže věcí v objektech (bez vloupání),Krádeže,48,Krádeže věcí v objektech (bez vloupání),Krádeže,48,Krádeže věcí v objektech (bez vloupání),Krádeže,Krádeže,Krádeže věcí v objektech (bez vloupání)
49,35,KRÁDEŽE,Krádeže,49,Krádeže věcí ve volném terénu,Krádeže,49,Krádeže věcí ve volném terénu,Krádeže,49,Krádeže věcí ve volném terénu,Krádeže,Krádeže,Krádeže věcí ve volném terénu
50,35,KRÁDEŽE,Krádeže,50,Krádeže přepravovaných zásilek,Krádeže,50,Krádeže přepravovaných zásilek,Krádeže,50,Krádeže přepravovaných zásilek,Krádeže,Krádeže,Krádeže přepravovaných zásilek
51,35,KRÁDEŽE,Krádeže,51,Pytláctví polní pych,Krádeže,51,Pytláctví polní pych,Krádeže,51,Pytláctví polní pych,Krádeže,Krádeže,Pytláctví polní pych
52,35,KRÁDEŽE,Krádeže,52,Ostatní krádeže (bez vloupání),Krádeže,52,Ostatní krádeže (bez vloupání),Krádeže,52,Ostatní krádeže (bez vloupání),Krádeže,Krádeže,Ostatní krádeže (bez vloupání)
53,35,KRÁDEŽE,Krádeže,53,Krádeže se vztahem k železniční přepravě osob,Krádeže,53,Krádeže se vztahem k železniční přepravě osob,Krádeže,53,Krádeže se vztahem k železniční přepravě osob,Krádeže,Krádeže,Krádeže se vztahem k železniční přepravě osob
54,54,PODVODY,Podvody,54,PODVODY,Podvody,54,PODVODY,Podvody,54,PODVODY,Podvody,Podvody,PODVODY
55,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,Jiná majetková,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST
56,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,56,NEOPRÁVNĚNÉ PROVOZOVÁNÍ (VÝDĚLEČNÉ) ČINNOSTI,Jiná majetková,56,NEOPRÁVNĚNÉ PROVOZOVÁNÍ (VÝDĚLEČNÉ) ČINNOSTI,Jiná majetková,56,NEOPRÁVNĚNÉ PROVOZOVÁNÍ (VÝDĚLEČNÉ) ČINNOSTI,Jiná majetková,Jiná majetková,NEOPRÁVNĚNÉ PROVOZOVÁNÍ (VÝDĚLEČNÉ) ČINNOSTI
57,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,57,PORUŠOVÁNÍ PRAVIDEL HOSPODÁŘSKÉ SOUTĚŽE A KÁZNĚ,Jiná majetková,57,PORUŠOVÁNÍ PRAVIDEL HOSPODÁŘSKÉ SOUTĚŽE A KÁZNĚ,Jiná majetková,57,PORUŠOVÁNÍ PRAVIDEL HOSPODÁŘSKÉ SOUTĚŽE A KÁZNĚ,Jiná majetková,Jiná majetková,PORUŠOVÁNÍ PRAVIDEL HOSPODÁŘSKÉ SOUTĚŽE A KÁZNĚ
58,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,58,TRESTNÁ ČINNOST PROTI MĚNĚ,Jiná majetková,58,TRESTNÁ ČINNOST PROTI MĚNĚ,Jiná majetková,58,TRESTNÁ ČINNOST PROTI MĚNĚ,Jiná majetková,Jiná majetková,TRESTNÁ ČINNOST PROTI MĚNĚ
59,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,59,DAŇOVÁ TRESTNÁ ČINNOST,Jiná majetková,59,DAŇOVÁ TRESTNÁ ČINNOST,Jiná majetková,59,DAŇOVÁ TRESTNÁ ČINNOST,Jiná majetková,Jiná majetková,DAŇOVÁ TRESTNÁ ČINNOST
60,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,60,CELNÍ TRESTNÁ ČINNOST,Jiná majetková,60,CELNÍ TRESTNÁ ČINNOST,Jiná majetková,60,CELNÍ TRESTNÁ ČINNOST,Jiná majetková,Jiná majetková,CELNÍ TRESTNÁ ČINNOST
61,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,61,PORUŠOVÁNÍ NEHMOTNÝCH PRÁV A NEKALÁ SOUTĚŽ,Jiná majetková,61,PORUŠOVÁNÍ NEHMOTNÝCH PRÁV A NEKALÁ SOUTĚŽ,Jiná majetková,61,PORUŠOVÁNÍ NEHMOTNÝCH PRÁV A NEKALÁ SOUTĚŽ,Jiná majetková,Jiná majetková,PORUŠOVÁNÍ NEHMOTNÝCH PRÁV A NEKALÁ SOUTĚŽ
62,55,OSTATNÍ MAJETKOVÁ TRESTNÁ ČINNOST,Jiná majetková,62,TRESTNÉ ČINY PROTI VEŘEJNÉMU ZÁJMU,Jiná majetková,62,TRESTNÉ ČINY PROTI VEŘEJNÉMU ZÁJMU,Jiná majetková,62,TRESTNÉ ČINY PROTI VEŘEJNÉMU ZÁJMU,Jiná majetková,Jiná majetková,TRESTNÉ ČINY PROTI VEŘEJNÉMU ZÁJMU
63,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,Obecně nebezpečná,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST
64,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,64,Nelegální nakládání s odpady,Obecně nebezpečná,64,Nelegální nakládání s odpady,Obecně nebezpečná,64,Nelegální nakládání s odpady,Obecně nebezpečná,Obecně nebezpečná,Nelegální nakládání s odpady
65,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,65,Nelegální nakládání s chráněnými druhy živočichů nebo rostlin,Obecně nebezpečná,65,Nelegální nakládání s chráněnými druhy živočichů nebo rostlin,Obecně nebezpečná,65,Nelegální nakládání s chráněnými druhy živočichů nebo rostlin,Obecně nebezpečná,Obecně nebezpečná,Nelegální nakládání s chráněnými druhy živočichů nebo rostlin
66,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,66,Ohrožení životního prostředí,Obecně nebezpečná,66,Ohrožení životního prostředí,Obecně nebezpečná,66,Ohrožení životního prostředí,Obecně nebezpečná,Obecně nebezpečná,Ohrožení životního prostředí
67,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,67,Šíření poplašné zprávy (včetně přestupku),Obecně nebezpečná,67,Šíření poplašné zprávy (včetně přestupku),Obecně nebezpečná,67,Šíření poplašné zprávy (včetně přestupku),Obecně nebezpečná,Obecně nebezpečná,Šíření poplašné zprávy (včetně přestupku)
68,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,68,Ohrožování zdraví závadovým zbožím,Obecně nebezpečná,68,Ohrožování zdraví závadovým zbožím,Obecně nebezpečná,68,Ohrožování zdraví závadovým zbožím,Obecně nebezpečná,Obecně nebezpečná,Ohrožování zdraví závadovým zbožím
69,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,69,Nedovolené ozbrojování,Obecně nebezpečná,69,Nedovolené ozbrojování,Obecně nebezpečná,69,Nedovolené ozbrojování,Obecně nebezpečná,Obecně nebezpečná,Nedovolené ozbrojování
70,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,70,Ostatní,Obecně nebezpečná,70,Ostatní,Obecně nebezpečná,70,Ostatní,Obecně nebezpečná,Obecně nebezpečná,Ostatní
71,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,71,Obecné ohrožení,Obecně nebezpečná,71,Obecné ohrožení,Obecně nebezpečná,71,Obecné ohrožení,Obecně nebezpečná,Obecně nebezpečná,Obecné ohrožení
72,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,72,Porušování domovní svobody,Obecně nebezpečná,72,Porušování domovní svobody,Obecně nebezpečná,72,Porušování domovní svobody,Obecně nebezpečná,Obecně nebezpečná,Porušování domovní svobody
73,63,OBECNĚ NEBEZPEČNÁ TRESTNÁ ČINNOST,Obecně nebezpečná,73,Oslňování laserem,Obecně nebezpečná,73,Oslňování laserem,Obecně nebezpečná,73,Oslňování laserem,Obecně nebezpečná,Obecně nebezpečná,Oslňování laserem
74,97,Přestupky,Přestupky,74,Na úseku BESIP a silničního hospodářství,PŘ – BESIP,74,Na úseku BESIP a silničního hospodářství,PŘ – BESIP,74,Na úseku BESIP a silničního hospodářství,PŘ – BESIP,PŘ – BESIP,Na úseku BESIP a silničního hospodářství
75,97,Přestupky,Přestupky,75,Na úseku ochrany před alkoholismem toxikomanií,PŘ – alkohol a toxi,75,Na úseku ochrany před alkoholismem toxikomanií,PŘ – alkohol a toxi,75,Na úseku ochrany před alkoholismem toxikomanií,PŘ – alkohol a toxi,PŘ – alkohol a toxi,Na úseku ochrany před alkoholismem toxikomanií
76,97,Přestupky,Přestupky,76,Proti veřejnému pořádku a občanskému soužití,PŘ – veřejný pořádek,76,Proti veřejnému pořádku a občanskému soužití,PŘ – veřejný pořádek,76,Proti veřejnému pořádku a občanskému soužití,PŘ – veřejný pořádek,PŘ – veřejný pořádek,Proti veřejnému pořádku a občanskému soužití
77,97,Přestupky,Přestupky,77,Proti majetku,PŘ – majetek,77,Proti majetku,PŘ – majetek,77,Proti majetku,PŘ – majetek,PŘ – majetek,Proti majetku
78,97,Přestupky,Přestupky,78,Ostatní přestupky,PŘ – ostatní,78,Ostatní přestupky,PŘ – ostatní,78,Ostatní přestupky,PŘ – ostatní,PŘ – ostatní,Ostatní přestupky
79,79,DOPRAVNÍ NEHODY,Dopravní nehody,79,DOPRAVNÍ NEHODY,Dopravní nehody,79,DOPRAVNÍ NEHODY,Dopravní nehody,79,DOPRAVNÍ NEHODY,Dopravní nehody,Dopravní nehody,DOPRAVNÍ NEHODY
80,80,TOXIKOMÁNIE,Toxikománie,80,TOXIKOMÁNIE,Toxikománie,80,TOXIKOMÁNIE,Toxikománie,80,TOXIKOMÁNIE,Toxikománie,Toxikománie,TOXIKOMÁNIE
